-300.0,-61.0,27.08240530771945,79.0327862150524,29.0,-96.0,45.0,-53.18064181233078,-300.0,-196.0,135.35050642538465,-99.9861228866811,-73.02585092994046,-300.0,-300.0,-188.55876687491826,-83.0,-300.0,-73.0,-93.0,-96.0,-196.12553498102596,-300.0,-300.0,-135.25100746125798,91.82720163185076,-255.08787170634275,-211.30816798843313,-241.86208623900495,-300.0,455.0,248.7249888637199,-191.0,-300.0,87.52094226396997,-300.0,-300.0,-195.5488481007734,-234.71261839790463,-91.0,-196.98315870766982,-217.42651256490316,-300.0,-300.0,-300.0,-300.0,76.0,-300.0,-300.0,-97.0
-195.0,-300.0,-10.994688661866434,232.17413330566018,67.04957575686488,-199.0,-1.951620159377228,23.0,-92.62243464266207,-300.0,76.98802618337845,-9.63331318725703,50.01198306898743,-151.65735902799727,-95.0,-97.0,74.43273475821609,-193.0,-300.0,-165.36936913707618,-300.0,-178.0,-198.0,-300.0,-300.0,-300.0,9.0,-198.0,-107.65735902799727,-191.0,-199.0,-300.0,-52.31899692357456,-300.0,-300.0,-300.0,123.0,71.3723725293123,75.0,-166.0,21.0,71.0,-300.0,-182.0,-194.0,-6.0242864607517035,-76.0,158.0,248.7249888637199,-300.0
-199.0,-196.0,-300.0,-24.635016748109337,-300.0,13.71165254731467,-72.5660672176265,-189.0,7.0,-126.12184355372418,-300.0,-5.249728132842705,-6.344739331306911,112.0,-300.0,-300.0,-300.0,-300.0,88.5556102083356,-195.64099606660008,100.04062773524431,-300.0,-137.0,82.0,-91.0,-300.0,46.0,-219.72128101338984,-113.41642422609304,-300.0,18.0,24.0,-88.0,-300.0,6.729976725818929,11.522457492896223,67.46039649842477,-300.0,127.0,-92.0,-92.0,105.0735835882791,88.0,-92.0,-172.8863636973214,-123.41937384246268,7.0,130.0,181.0,235.38803525317226
9.0,24.0,-300.0,-300.0,58.510780631930146,279.0,60.0,-198.0,-300.0,-34.56518497019857,-96.0,15.0,-18.0,-197.0,-199.0,67.32803327052966,-25.791234931115298,10.0,-199.0,-300.0,-195.0,6.0,-300.0,16.0,-168.0,-116.43051267834551,64.0,-56.0,6.0,-25.470113659914958,-188.51619035720262,-300.0,-93.0,-237.87573705557975,312.8656843309509,7.0,-198.0,-151.64949357461535,24.0,-125.61207321695076,67.46039649842477,-300.0,10.0,115.78224206355353,82.0,-46.928702878448185,-300.0,644.0,201.27658608080228,130.0
-235.6331480403464,8.0,-300.0,-300.0,6.0,-300.0,-300.0,-123.79729825986222,186.62259202752438,7.0,9.0,-300.0,-41.42880635791903,11.0,-96.91042453358315,23.0,19.519123634218232,119.90272051443218,-72.07934943699927,-185.0,-300.0,19.0,38.0,-300.0,-246.16157159698355,-300.0,-300.0,13.0,22.40648874846859,37.0,-135.90256500493882,37.52975927839514,-300.0,63.70746154323675,65.0,-196.0,82.0,-11.649493574615366,-74.39225092026712,-300.0,-92.27764734423384,63.0,146.05345944766717,7.0,-197.0,51.0,23.726384939389405,457.0,427.91630846877723,279.0
8.0,-250.92366128519797,-193.0,211.7569287058109,-36.695051358468504,16.0,-36.7198844937744,-61.0,13.0,-300.0,-300.0,-300.0,285.097928547728,-193.05134968916488,-300.0,-300.0,-140.91861714889933,-199.25788067869306,-226.64520407322692,-300.0,73.06852819440056,15.0,3.0138771133189017,34.12614194159245,39.0,-199.0805020110221,-300.0,-300.0,-300.0,-190.0,124.905620875659,190.18744607530155,-96.0,-134.40171252720432,55.0,-81.0,8.0,70.0,12.0,-37.70443252057375,-135.40835554123277,-106.37538079701318,89.0,11.848794831587405,82.0,332.42037898578474,19.519123634218232,395.0,517.0,67.0
-142.87490247000989,6.0,189.17704565834742,-10.612001156935627,-300.0,-300.0,8.0,-300.0,456.0,93.0,289.94213864757904,720.0,23.04163133995671,-300.0,-300.0,-216.1809719804135,290.0570501358402,-300.0,-36.84495062789088,-169.18840607796596,-200.13970290190446,-300.0,117.66786655943784,183.58818261993358,-113.9271078752,31.0,14.561945781463159,-17.729995585637468,79.0,-215.28945617610208,21.0,128.6896685514103,299.0,-180.0,59.0,42.0,40.364383538703535,-176.3797174912795,-38.0,133.09432833746538,233.69373530826422,55.0,271.3306671553812,-118.5227342804663,-145.6112158953024,26.0,-173.2461239604856,517.0,-196.0,-21.17402977974477
289.94213864757904,28.0,-300.0,55.0,243.88369736955036,-74.0,-300.0,68.0,125.34264097200273,7.0,91.66428001874701,-300.0,47.0,-93.20151164370971,51.0,-213.36241873300403,-300.0,-300.0,-2.6729582998647388,-300.0,-300.0,-74.2885085779878,-114.58576350542096,-194.74387269895635,57.53754996108915,17.0,-204.72588722239783,40.0,468.0,328.7091243585034,33.0,-300.0,34.1136363026786,-51.0,-67.95863994838416,61.6728120673463,93.7172118257912,50.55133655193819,55.0,31.0,-199.0,-147.9974346170113,52.40876804418203,-300.0,-193.0,420.0,342.3965262530372,720.0,89.0,524.0
20.42945382805741,91.0,-300.0,-300.0,92.0,-117.53810852008232,175.52057824392477,-300.0,250.0,-300.0,471.0,35.082405307719455,-300.0,183.09891529992552,221.68981483395584,155.8802475320011,45.0,145.41116916640328,-300.0,75.0,-75.82801922586371,22.352140260764855,29.0,-265.7165682276851,8.0,-300.0,183.77143542075967,7.0,-236.6614472423762,32.690966052858144,9.0,675.0,25.821953049763096,235.59562536672405,-300.0,52.0,694.0,427.0,-192.0,53.0,-119.62757846894107,11.0,246.74575375627958,-81.0,-300.0,-155.6867229828895,51.0,675.0,412.7861909352431,814.0
15.0,-96.0,-193.0,-300.0,-187.0,221.0,558.7863355056379,-300.0,471.0,-300.0,488.0,-300.0,734.0,519.0,200.0355587220548,24.0,184.7068365059249,-79.0,412.70586921827044,-105.41906728051624,-196.0,190.0,-211.72588722239783,43.0,114.0,34.0,-197.36265218250912,945.0,82.0,718.0,35.0,35.57338559289956,542.0,-196.0,56.0,306.0,612.0,72.0,44.0,61.0,26.43010811957776,155.66230374079382,-97.0,197.0,155.8802475320011,255.6581540981046,131.0,365.0,684.0,685.0
